id,carat,cut,color,clarity,depth,table,x,y,z,price
48466,1.02,Ideal,F,SI1,62.3,56.0,6.45,6.41,4.0,5058
64241,0.5,Ideal,D,VS2,61.7,54.0,5.12,5.15,3.17,1845
1266,1.52,Premium,H,VS1,59.1,60.0,7.48,7.45,4.43,11815
53791,2.04,Ideal,F,SI2,62.2,54.0,8.16,8.2,5.07,14171
79691,0.3,Ideal,E,SI1,62.2,57.0,4.27,4.3,2.67,524
11978,0.41,Ideal,F,VVS1,62.2,55.0,4.78,4.75,2.97,1356
84203,0.7,Ideal,G,VS2,61.7,57.0,5.68,5.73,3.52,2515
61092,0.3,Good,F,VVS2,63.5,57.0,4.25,4.29,2.71,686
43434,0.53,Ideal,G,SI1,60.7,56.0,5.23,5.27,3.19,1375
76137,2.06,Ideal,F,SI2,62.0,54.0,8.11,8.19,5.05,18578
7182,0.5,Ideal,E,VS2,62.5,57.0,5.14,5.11,3.2,1746
36521,1.54,Ideal,F,SI2,61.4,55.0,7.44,7.47,4.57,9065
72698,0.51,Ideal,G,VS1,61.6,56.0,5.14,5.17,3.18,1656
69878,1.06,Ideal,G,VS2,61.8,54.0,6.54,6.56,4.05,6237
57059,0.31,Ideal,G,VVS1,61.8,55.0,4.39,4.42,2.72,789
46928,2.01,Good,H,SI1,59.6,62.0,8.14,8.17,4.89,15282
66140,1.21,Very Good,I,SI1,60.3,60.0,6.91,6.94,4.18,5633
81277,0.31,Ideal,J,VS2,62.2,55.0,4.34,4.31,2.69,424
70355,0.3,Very Good,H,SI1,61.9,59.0,4.21,4.25,2.62,421
16299,0.71,Ideal,I,VS1,61.9,54.0,5.76,5.8,3.57,2441
96779,0.56,Ideal,H,SI1,61.3,55.0,5.32,5.34,3.27,1246
76001,1.25,Premium,E,SI2,58.0,58.0,7.09,7.17,4.13,6346
87941,0.3,Ideal,E,VVS2,61.0,56.0,4.32,4.34,2.64,762
65153,1.2,Very Good,I,SI2,62.6,59.0,6.74,6.78,4.23,5142
31581,1.01,Premium,F,VS2,61.3,60.0,6.47,6.42,3.95,6337
79223,0.3,Ideal,H,VVS2,61.2,56.0,4.29,4.33,2.64,550
23379,0.31,Very Good,F,VS2,63.5,58.0,4.31,4.28,2.72,734
23278,0.44,Premium,E,VS1,60.3,58.0,4.95,4.91,2.97,1210
9841,2.08,Ideal,F,SI2,62.0,57.0,8.15,8.2,5.06,18398
86812,1.06,Premium,I,VS1,60.8,59.0,6.64,6.61,4.03,4824
39988,1.51,Ideal,F,VS2,61.4,57.0,7.37,7.37,4.52,15105
91455,1.01,Ideal,I,SI2,62.4,59.0,6.39,6.36,3.98,5034
32253,1.0,Premium,H,SI1,62.6,58.0,6.41,6.37,4.0,4558
25984,0.56,Premium,D,VVS2,61.2,57.0,5.36,5.32,3.27,2366
28372,0.25,Very Good,E,VVS2,61.5,59.0,3.99,4.03,2.47,548
64627,0.76,Premium,E,VS2,62.2,59.0,5.81,5.84,3.63,3151
9174,0.34,Ideal,I,SI1,61.6,55.0,4.5,4.56,2.79,445
94217,1.53,Premium,G,VS2,59.5,59.0,7.58,7.53,4.47,18001
341,1.03,Premium,D,SI2,62.4,58.0,6.45,6.37,4.0,4670
56223,0.54,Ideal,H,VVS1,61.3,56.0,5.22,5.24,3.22,1878
43291,2.11,Good,H,VS2,64.3,58.0,8.09,7.99,5.17,17898
14386,0.7,Very Good,G,VVS2,61.0,59.0,5.69,5.73,3.49,3026
65293,0.5,Very Good,G,VS2,62.8,57.0,5.08,5.05,3.18,1308
86632,0.7,Ideal,I,VS1,61.3,56.0,5.71,5.73,3.5,2456
69608,0.4,Very Good,E,VVS2,60.8,59.0,4.74,4.78,2.89,1017
91519,2.19,Ideal,I,SI1,62.1,57.0,8.37,8.3,5.18,18207
4384,1.12,Ideal,G,VS1,61.3,57.0,6.68,6.74,4.1,7123
84805,1.5,Very Good,I,VS1,61.4,57.0,7.29,7.34,4.5,9804
71195,0.31,Ideal,G,SI1,61.9,56.0,4.36,4.39,2.71,491
74925,0.24,Ideal,E,VVS2,62.3,56.0,3.96,4.01,2.48,572
71904,0.31,Ideal,H,SI1,61.2,55.0,4.36,4.39,2.68,445
55075,0.3,Ideal,F,VS2,62.5,57.0,4.22,4.26,2.65,673
60769,0.33,Ideal,G,IF,62.0,54.0,4.44,4.46,2.76,984
32504,1.21,Premium,H,SI2,62.3,56.0,6.84,6.81,4.25,5025
57523,0.4,Ideal,G,VS1,61.9,57.0,4.75,4.71,2.93,867
48265,1.01,Very Good,H,SI1,63.1,60.0,6.34,6.39,4.01,4744
41987,0.33,Ideal,G,VS2,61.6,55.0,4.47,4.44,2.74,743
67153,0.3,Ideal,H,SI2,61.8,54.0,4.38,4.36,2.7,485
57098,0.58,Ideal,F,VS1,61.5,56.0,5.37,5.4,3.31,2167
24543,0.53,Ideal,E,VS2,61.7,55.0,5.17,5.21,3.2,1694
91454,0.39,Ideal,G,VS1,62.7,57.0,4.62,4.6,2.89,847
21154,0.43,Ideal,G,VS1,62.5,54.1,4.84,4.88,3.04,1087
15118,0.39,Very Good,G,VVS2,61.7,52.0,4.71,4.73,2.91,1049
40322,0.55,Very Good,D,VS2,63.2,56.0,5.24,5.2,3.29,1847
80420,1.12,Ideal,F,IF,61.8,55.0,6.67,6.69,4.13,12614
248,1.51,Ideal,G,VS2,62.4,56.0,7.31,7.33,4.58,11678
32397,0.34,Ideal,E,VS1,61.5,57.0,4.51,4.49,2.77,1033
77680,0.59,Very Good,E,SI2,61.7,58.0,5.33,5.38,3.3,1310
62927,0.31,Ideal,G,VVS2,62.3,56.0,4.32,4.35,2.7,907
33515,0.7,Ideal,H,VVS1,61.8,56.0,5.68,5.73,3.53,3485
48947,0.37,Premium,D,SI1,61.3,60.0,4.59,4.63,2.82,683
98508,0.7,Good,F,VS1,64.2,59.0,5.51,5.57,3.57,2631
78346,1.09,Very Good,E,VS2,60.5,60.0,6.61,6.65,4.02,6689
32832,0.35,Ideal,E,SI1,62.2,53.9,4.5,4.54,2.81,687
62276,0.35,Ideal,D,VS2,60.9,57.0,4.51,4.56,2.76,669
37270,1.01,Very Good,D,SI1,62.3,58.0,6.36,6.39,3.99,5975
98748,1.48,Premium,E,VS2,61.2,59.0,7.37,7.34,4.51,11108
19230,0.31,Very Good,I,SI1,63.0,54.0,4.31,4.35,2.73,433
41339,0.41,Premium,D,SI1,61.9,58.0,4.76,4.72,2.93,1015
54089,1.1,Premium,E,SI2,62.7,58.0,6.61,6.53,4.13,4308
34669,0.9,Fair,I,VVS1,64.5,57.0,6.04,6.0,3.9,3844
9082,0.31,Ideal,G,IF,62.1,54.0,4.36,4.38,2.72,891
72897,0.3,Premium,D,SI1,62.6,59.0,4.27,4.3,2.68,590
10801,0.43,Ideal,F,SI1,62.3,55.0,4.87,4.83,3.02,794
84586,0.92,Very Good,F,SI1,62.8,58.0,6.19,6.22,3.9,4432
50279,0.74,Ideal,F,VS2,62.4,54.0,5.77,5.79,3.6,3198
96743,0.53,Ideal,G,SI1,60.6,57.0,5.28,5.24,3.19,1349
98057,0.31,Good,G,VVS1,63.1,58.0,4.31,4.33,2.72,789
11464,0.58,Very Good,G,VS2,60.5,56.0,5.4,5.43,3.27,1636
7401,0.3,Ideal,G,VS1,62.0,58.0,4.27,4.29,2.65,605
52028,0.31,Ideal,G,VS2,61.2,57.0,4.34,4.36,2.66,647
13291,1.5,Ideal,H,VS2,62.1,57.0,7.31,7.37,4.56,11434
5090,0.41,Premium,G,VS2,61.6,59.0,4.85,4.78,2.97,1061
96950,1.07,Ideal,H,SI2,61.7,56.0,6.56,6.58,4.06,5154
80847,0.26,Good,G,VVS2,63.1,59.0,4.04,4.05,2.56,525
44663,0.35,Ideal,F,VS2,62.0,57.0,4.48,4.46,2.77,906
88516,2.01,Ideal,H,SI1,61.9,56.0,8.08,8.14,5.01,17416
34605,0.51,Ideal,G,VVS2,62.4,57.0,5.07,5.12,3.18,1875
45743,1.2,Ideal,J,SI2,61.5,56.0,6.79,6.82,4.19,3913
28623,0.51,Ideal,E,VS1,62.0,56.0,5.13,5.15,3.18,2336
44728,2.03,Premium,J,VS2,62.4,60.0,8.12,8.09,5.08,14586
25582,1.22,Very Good,H,SI2,63.7,56.0,6.72,6.67,4.27,5166
14773,1.21,Good,I,VS1,64.1,58.0,6.67,6.72,4.28,5815
58011,0.31,Ideal,H,SI1,62.2,56.0,4.36,4.38,2.72,558
65722,0.9,Very Good,E,SI2,62.6,63.0,6.1,6.05,3.8,2969
94982,0.4,Ideal,G,VS1,62.1,57.0,4.69,4.74,2.93,877
16745,0.3,Premium,E,VS2,62.0,59.0,4.29,4.24,2.65,844
57419,0.52,Ideal,E,VS2,62.2,55.0,5.15,5.19,3.22,1720
76205,0.3,Ideal,F,SI2,61.1,57.0,4.33,4.34,2.65,421
91942,1.56,Ideal,H,SI1,61.8,55.0,7.42,7.45,4.61,10693
18334,1.24,Premium,E,I1,61.8,58.0,6.9,6.84,4.25,5232
81650,1.05,Ideal,G,VVS2,62.0,55.1,6.58,6.52,4.05,8995
7518,0.33,Ideal,H,VVS1,62.3,55.0,4.46,4.43,2.77,798
64053,0.31,Ideal,F,VVS1,62.1,56.0,4.32,4.36,2.7,815
92951,0.7,Ideal,G,IF,60.6,57.0,5.66,5.7,3.42,3275
1499,0.71,Ideal,G,VS2,61.8,57.0,5.71,5.75,3.53,2632
32422,1.53,Premium,J,SI1,61.3,59.0,7.42,7.38,4.54,7162
510,0.33,Premium,E,SI1,59.3,58.0,4.45,4.48,2.66,668
6750,1.8,Premium,I,SI1,61.9,58.0,7.78,7.74,4.79,10913
76489,0.24,Very Good,E,VVS2,58.7,61.0,4.05,3.98,2.35,485
14841,0.73,Very Good,E,SI2,58.8,60.0,5.85,5.87,3.44,2335
61152,1.34,Very Good,H,VS1,61.3,60.0,7.07,7.13,4.34,8203
85003,0.6,Very Good,H,VS2,60.2,63.0,5.45,5.47,3.28,1605
3265,0.3,Ideal,E,VVS2,61.4,56.0,4.34,4.36,2.67,949
65766,0.42,Premium,F,VS1,60.3,58.0,4.86,4.89,2.94,1090
52834,1.55,Ideal,D,SI1,62.0,55.0,7.47,7.43,4.61,14211
96182,1.19,Very Good,E,SI2,60.9,63.0,6.78,6.87,4.15,4704
41944,0.71,Very Good,I,SI1,62.4,58.0,5.67,5.73,3.56,2129
6233,1.51,Premium,F,SI2,60.6,60.0,7.41,7.39,4.49,9659
98525,1.2,Premium,F,SI2,62.6,60.0,6.7,6.74,4.21,5521
12807,1.01,Very Good,D,VS1,61.6,60.0,6.36,6.45,3.94,7066
90505,0.53,Good,G,SI1,64.0,58.0,5.08,5.12,3.27,1334
66362,0.61,Good,J,VS2,60.1,64.0,5.44,5.5,3.29,1209
47334,1.34,Ideal,I,VVS2,62.0,57.0,7.11,7.04,4.38,9359
16170,2.01,Premium,G,SI2,62.4,60.0,8.01,7.96,4.99,15147
17679,0.7,Ideal,I,VS1,61.8,54.0,5.72,5.7,3.53,2420
29959,0.72,Very Good,F,VS1,62.1,57.0,5.68,5.75,3.55,2808
67399,1.01,Premium,F,SI1,62.7,58.0,6.39,6.36,3.99,5246
19746,0.92,Good,H,SI2,62.7,59.0,6.17,6.2,3.87,3267
25891,1.53,Ideal,F,VS2,61.5,55.0,7.43,7.35,4.54,13653
1485,0.35,Ideal,G,IF,61.5,56.0,4.53,4.55,2.79,946
26396,0.3,Very Good,G,SI1,60.8,58.0,4.29,4.32,2.62,432
54701,0.55,Ideal,J,VS2,61.4,56.0,5.25,5.27,3.23,1235
58749,1.02,Ideal,F,VS2,62.5,56.0,6.46,6.41,4.02,7706
31960,0.9,Good,F,VS2,63.9,56.0,6.12,6.08,3.89,4153
76665,1.01,Premium,E,SI1,62.5,60.0,6.39,6.33,3.98,5096
60925,0.9,Very Good,D,SI2,63.1,58.0,6.16,6.13,3.88,3304
66319,0.31,Ideal,E,SI1,61.5,56.0,4.31,4.33,2.66,544
9988,0.23,Premium,F,VS1,58.1,60.0,4.1,4.17,2.39,386
35459,1.51,Ideal,G,VS2,62.2,54.0,7.32,7.38,4.57,13109
96545,0.55,Ideal,G,VS2,60.4,57.0,5.31,5.33,3.22,1637
80117,0.33,Premium,I,VVS2,61.0,59.0,4.44,4.48,2.72,579
94967,1.5,Premium,F,SI2,62.3,59.0,7.3,7.22,4.53,9078
39155,1.06,Very Good,F,SI1,62.2,58.0,6.49,6.57,4.06,5236
15551,0.78,Very Good,F,SI2,61.6,59.0,5.89,5.94,3.64,2224
62086,1.01,Very Good,G,SI1,63.1,58.0,6.4,6.35,4.03,4927
61239,0.9,Good,H,VS1,59.3,62.0,6.14,6.21,3.67,3964
5319,0.42,Very Good,E,SI1,63.1,59.0,4.74,4.7,2.97,945
15276,0.53,Ideal,F,VS2,61.5,56.0,5.21,5.24,3.22,1786
73325,2.12,Very Good,H,SI1,59.7,61.0,8.3,8.36,4.99,18159
82894,0.32,Ideal,E,VVS2,62.0,54.0,4.4,4.44,2.74,840
9341,0.32,Ideal,H,VVS1,61.6,55.0,4.47,4.42,2.73,1024
84173,0.7,Premium,F,VS2,61.2,59.0,5.72,5.66,3.49,2720
10005,0.78,Ideal,E,VS1,61.9,56.0,5.93,5.9,3.66,3008
68062,0.4,Premium,D,SI2,62.5,58.0,4.73,4.7,2.95,832
50895,0.3,Ideal,H,VVS1,61.2,58.0,4.3,4.33,2.64,650
69587,0.7,Premium,E,SI1,62.8,57.0,5.64,5.69,3.56,2505
74549,0.8,Ideal,D,SI1,61.8,57.0,5.96,6.0,3.7,3796
84281,0.53,Ideal,D,VS2,62.5,53.0,5.22,5.24,3.27,1919
67347,1.12,Very Good,F,SI1,62.6,56.0,6.65,6.62,4.15,6435
14488,0.9,Ideal,E,SI2,62.3,54.0,6.19,6.15,3.85,3763
55995,0.93,Good,G,VS2,63.6,59.0,6.16,6.26,3.96,3323
12840,0.32,Premium,H,VVS1,61.2,59.0,4.41,4.45,2.71,730
91670,1.11,Fair,G,SI1,64.9,58.0,6.45,6.37,4.21,4771
19407,0.42,Ideal,E,VVS1,61.0,57.0,4.82,4.85,2.95,1300
62628,0.41,Very Good,I,SI2,63.0,56.0,4.68,4.75,2.97,638
22460,1.01,Very Good,H,VS2,61.8,58.0,6.39,6.42,3.96,5160
53980,0.31,Premium,G,VVS2,61.7,58.0,4.38,4.35,2.69,907
82977,1.5,Ideal,H,SI1,62.2,55.0,7.31,7.37,4.57,10406
11496,0.41,Good,D,SI2,64.1,57.0,4.68,4.71,3.01,716
10432,0.3,Ideal,F,VVS1,61.6,57.0,4.3,4.33,2.66,814
46395,0.41,Premium,E,VVS2,61.6,60.0,4.78,4.82,2.96,1187
18285,0.72,Ideal,G,SI1,62.3,56.0,5.73,5.76,3.58,2487
69229,0.36,Ideal,F,VS2,61.6,54.0,4.62,4.54,2.82,992
1002,1.16,Premium,F,VS1,62.0,58.0,6.76,6.72,4.18,9057
2508,0.75,Ideal,I,VS2,60.9,57.0,5.84,5.87,3.57,2522
11208,0.9,Very Good,G,VS2,62.9,58.0,6.11,6.16,3.86,4373
84799,0.7,Premium,G,VS1,60.4,59.0,5.73,5.79,3.48,3007
84213,0.71,Ideal,I,SI2,61.9,56.0,5.69,5.73,3.54,1897
5406,0.51,Ideal,E,VS1,60.6,56.0,5.21,5.17,3.14,1601
93913,0.76,Very Good,I,VS2,62.8,59.0,5.77,5.79,3.63,2262
31431,2.02,Very Good,E,SI1,62.8,57.0,8.17,8.08,5.1,17323
66225,0.5,Good,G,VVS2,63.5,56.0,5.05,4.99,3.21,1866
42909,0.3,Ideal,E,VS2,61.9,56.0,4.28,4.33,2.66,658
89466,1.27,Premium,H,VS2,61.2,60.0,6.93,6.97,4.26,7055
61817,1.01,Premium,G,VS2,62.5,58.0,6.4,6.34,3.98,5813
53192,1.2,Premium,J,VS1,60.2,55.0,6.92,6.87,4.15,5233
80014,0.21,Very Good,F,VS2,58.2,58.0,4.27,4.35,2.36,472
51164,1.1,Ideal,F,VS2,62.6,56.0,6.64,6.58,4.14,7637
60082,0.56,Ideal,G,VS2,61.9,57.0,5.28,5.31,3.28,1637
81319,0.5,Premium,E,SI2,62.1,57.0,5.11,5.07,3.16,1286
46443,0.91,Good,G,SI2,57.6,59.0,6.49,6.46,3.72,3328
91282,1.51,Very Good,J,VVS1,62.8,56.0,7.31,7.26,4.58,10214
68277,0.7,Ideal,H,VS1,61.6,55.0,5.71,5.74,3.52,2693
55496,0.41,Ideal,G,VVS1,61.9,57.0,4.77,4.8,2.96,1056
31813,0.34,Premium,E,VS1,61.0,60.0,4.52,4.46,2.73,956
8218,0.33,Ideal,F,VVS1,61.5,56.0,4.46,4.48,2.75,1096
77321,0.71,Ideal,G,SI1,61.2,56.0,5.8,5.77,3.54,2915
85390,0.82,Premium,G,SI1,62.4,57.0,5.99,5.93,3.72,2581
43332,1.51,Ideal,I,VS1,62.6,59.0,7.28,7.16,4.51,10380
82041,0.9,Good,E,SI1,63.5,59.0,6.05,6.1,3.86,3570
79836,1.09,Ideal,G,SI1,61.8,56.0,6.6,6.56,4.06,5405
65826,0.3,Premium,H,VS1,62.0,58.0,4.27,4.29,2.66,675
61312,2.0,Premium,G,SI2,59.1,60.0,8.18,8.13,4.83,11853
73640,1.03,Very Good,H,VS2,62.7,56.0,6.4,6.43,4.01,4338
81022,0.35,Ideal,D,VS2,62.3,56.0,4.51,4.53,2.81,957
61372,0.32,Premium,E,VVS2,60.6,58.0,4.47,4.44,2.69,1080
34131,0.32,Premium,H,VS2,60.9,60.0,4.46,4.43,2.7,648
77957,0.7,Ideal,F,VS1,61.9,57.0,5.67,5.7,3.53,3235
29997,1.12,Ideal,G,VS2,60.8,57.0,6.7,6.74,4.08,7523
34007,0.7,Very Good,E,SI1,62.3,58.0,5.66,5.69,3.53,2289
18566,0.41,Premium,E,SI2,61.9,58.0,4.75,4.77,2.95,683
26689,1.52,Ideal,I,SI2,62.0,53.0,7.39,7.35,4.57,6597
76017,0.42,Good,F,VS1,63.7,56.0,4.75,4.73,3.03,1228
51898,1.18,Very Good,I,SI2,63.3,57.0,6.75,6.72,4.26,4695
91768,0.72,Ideal,I,VVS2,62.6,56.0,5.7,5.74,3.59,2644
58042,1.52,Premium,I,SI1,62.6,59.0,7.34,7.3,4.58,8154
59987,0.4,Very Good,D,VVS2,60.8,60.0,4.74,4.77,2.9,1018
57337,0.31,Ideal,E,VS1,62.0,56.0,4.35,4.37,2.7,682
2025,0.4,Good,E,SI1,63.5,55.0,4.73,4.76,3.01,687
89543,0.43,Premium,D,SI1,60.9,58.0,4.87,4.89,2.97,1054
95247,0.32,Very Good,G,VS2,59.5,60.0,4.42,4.45,2.65,564
15883,0.31,Ideal,F,VS1,61.4,56.0,4.35,4.37,2.68,660
66688,1.03,Ideal,E,VVS1,61.9,54.0,6.56,6.52,4.05,10982
72888,0.7,Very Good,F,SI2,63.5,57.0,5.58,5.63,3.56,2196
90430,0.4,Ideal,E,VVS2,61.1,56.0,4.77,4.8,2.92,1209
55423,0.55,Ideal,E,SI1,60.8,56.0,5.33,5.3,3.22,1698
30081,0.81,Ideal,J,SI2,62.4,55.0,5.96,5.99,3.72,1949
81751,0.35,Ideal,E,SI2,59.8,57.0,4.59,4.6,2.75,630
18896,0.5,Good,E,SI1,63.7,57.0,5.03,5.07,3.21,1675
800,0.9,Good,G,SI1,63.5,58.0,6.05,6.1,3.86,3117
79871,0.9,Good,G,SI1,63.6,60.0,6.1,6.12,3.88,3749
11798,0.71,Premium,G,VS1,61.1,58.0,5.74,5.78,3.52,2444
76032,0.31,Premium,E,SI1,62.3,58.0,4.33,4.36,2.71,698
93577,0.39,Premium,F,VS2,61.1,60.0,4.73,4.68,2.87,848
90566,0.5,Premium,D,SI1,62.1,58.0,5.07,5.09,3.16,1605
5401,0.32,Ideal,F,VVS1,61.5,56.0,4.38,4.41,2.7,926
56910,0.32,Ideal,F,VVS1,61.6,56.0,4.4,4.43,2.72,912
89528,1.73,Premium,G,VS2,59.8,58.0,7.79,7.66,4.63,16091
89633,1.1,Premium,H,SI1,61.1,58.0,6.63,6.68,4.08,5096
87264,0.33,Premium,F,VVS1,60.1,58.0,4.5,4.47,2.7,894
96422,0.32,Ideal,I,VS1,62.3,56.7,4.36,4.39,2.72,529
15012,0.51,Ideal,F,SI1,61.9,56.0,5.1,5.14,3.17,1378
47616,0.7,Premium,F,SI2,59.9,60.0,5.76,5.79,3.45,2127
90096,1.0,Premium,E,SI2,61.0,59.0,6.4,6.35,3.89,4619
61577,0.7,Ideal,D,SI1,61.4,56.0,5.67,5.7,3.5,2525
99292,1.25,Premium,I,SI1,61.0,58.0,6.92,7.01,4.26,6146
14108,1.16,Ideal,G,VVS1,61.7,57.0,6.7,6.8,4.16,8092
25478,1.01,Good,E,SI1,63.5,60.0,6.33,6.37,4.03,5438
76115,0.34,Ideal,E,SI1,62.3,55.0,4.44,4.48,2.78,626
89337,0.3,Ideal,G,VVS1,62.0,56.0,4.3,4.31,2.67,842
78305,2.0,Premium,G,SI2,60.4,62.0,8.17,8.12,4.92,15544
5532,0.31,Premium,I,VS2,62.1,59.0,4.37,4.39,2.72,452
96504,0.31,Ideal,E,VS2,62.9,54.0,4.35,4.33,2.73,872
27247,0.53,Ideal,D,VS1,61.6,56.0,5.21,5.23,3.22,1914
34095,1.08,Very Good,E,VVS1,60.7,59.0,6.64,6.71,4.04,11194
78951,1.01,Good,F,SI1,64.0,58.0,6.28,6.24,4.01,4729
84463,0.41,Ideal,G,VS2,61.8,56.0,4.75,4.8,2.95,761
99665,0.31,Very Good,D,SI1,62.7,56.0,4.3,4.35,2.71,541
20833,0.32,Premium,H,VS2,62.6,55.0,4.39,4.34,2.73,517
4525,0.7,Ideal,I,VVS2,61.2,57.0,5.76,5.79,3.53,3035
45566,2.08,Ideal,I,SI2,62.1,56.0,8.18,8.11,5.07,10727
64238,0.9,Very Good,I,VS1,63.3,56.0,6.19,6.17,3.91,3581
80169,0.4,Ideal,H,VS1,62.8,55.0,4.75,4.72,2.97,850
31006,0.42,Premium,G,SI1,61.3,58.0,4.8,4.84,2.96,836
65008,0.47,Ideal,E,SI1,61.0,57.0,4.99,5.02,3.06,1320
56495,0.76,Ideal,G,SI1,61.2,57.0,5.88,5.91,3.61,2846
23172,0.91,Very Good,G,SI1,63.3,57.0,6.17,6.12,3.9,3669
97281,0.32,Ideal,H,VS2,61.7,55.0,4.44,4.41,2.73,628
69085,1.51,Premium,G,VVS2,62.1,58.0,7.34,7.3,4.54,13654
59457,0.76,Ideal,E,VS2,62.1,55.0,5.83,5.85,3.63,3164
94658,0.96,Ideal,E,SI2,61.4,55.0,6.34,6.38,3.9,4427
58853,0.9,Good,F,SI2,63.6,57.0,6.1,6.12,3.88,2968
41654,0.31,Premium,D,SI1,60.5,59.0,4.33,4.37,2.63,732
45627,0.52,Ideal,G,VVS2,61.7,55.0,5.21,5.23,3.22,2150
85940,1.1,Premium,H,SI2,60.5,58.0,6.75,6.68,4.05,3848
9656,0.7,Good,F,SI1,58.5,64.0,5.82,5.78,3.38,2155
14330,0.41,Very Good,F,VS1,62.8,57.0,4.73,4.77,2.98,901
16355,0.53,Ideal,D,VS2,60.4,56.0,5.24,5.28,3.18,1847
46294,0.62,Ideal,I,SI2,62.7,54.0,5.46,5.43,3.42,1362
88280,0.31,Premium,G,VS1,62.3,59.0,4.34,4.32,2.7,802
39180,1.51,Premium,G,SI2,62.3,60.0,7.3,7.24,4.53,7999
86389,0.59,Ideal,H,VVS1,61.1,55.0,5.43,5.39,3.3,1944
17406,0.34,Ideal,G,VS2,60.0,57.0,4.52,4.56,2.72,650
44618,0.7,Ideal,E,SI1,61.8,56.0,5.71,5.75,3.54,2520
4160,1.0,Fair,H,VS2,66.9,55.0,6.15,6.12,4.09,3713
14993,0.41,Premium,D,VS1,59.9,60.0,4.82,4.79,2.87,1127
25689,1.15,Premium,H,SI1,61.9,58.0,6.68,6.71,4.15,4791
76730,1.26,Ideal,H,SI2,61.3,56.0,7.02,6.95,4.28,6028
82424,0.78,Ideal,E,SI2,61.6,57.0,5.92,5.94,3.64,2599
96187,1.51,Very Good,G,SI1,61.8,58.0,7.31,7.34,4.53,8476
22304,1.04,Ideal,G,VS1,62.2,55.0,6.48,6.53,4.05,6541
70445,0.61,Ideal,G,VS2,61.7,56.0,5.43,5.46,3.37,1841
12498,0.3,Premium,I,VS1,62.0,58.0,4.32,4.29,2.67,608
86657,0.55,Ideal,H,VS2,62.6,57.0,5.22,5.24,3.27,1631
85696,0.3,Ideal,G,VS1,61.9,56.0,4.31,4.28,2.66,776
29970,0.32,Premium,G,VS2,61.2,58.0,4.43,4.4,2.71,561
54997,0.31,Ideal,F,IF,61.0,55.0,4.37,4.39,2.67,944
66209,0.36,Ideal,I,VS1,60.7,56.0,4.57,4.61,2.79,648
93713,0.5,Ideal,D,SI1,62.3,55.0,5.09,5.12,3.18,1429
36196,0.91,Ideal,G,SI2,62.4,56.0,6.18,6.22,3.87,3359
53357,1.52,Premium,E,SI2,62.5,60.0,7.33,7.31,4.57,9358
22603,0.39,Ideal,F,SI1,60.5,57.0,4.81,4.78,2.91,694
51288,1.25,Ideal,H,SI2,62.1,56.0,6.93,6.86,4.28,6640
17518,0.31,Premium,H,VS1,59.3,60.0,4.38,4.4,2.62,698
53991,1.71,Ideal,H,VS1,62.1,56.0,7.65,7.61,4.74,14240
10982,0.4,Ideal,H,VS2,61.6,55.0,4.73,4.79,2.93,807
51014,1.01,Very Good,E,VVS2,59.4,63.0,6.53,6.59,3.88,9900
48774,1.51,Premium,E,VS2,62.2,59.0,7.36,7.3,4.56,14205
82655,0.42,Ideal,D,VS1,61.3,55.0,4.86,4.83,2.98,1169
67124,0.3,Ideal,G,SI1,62.0,55.0,4.31,4.33,2.68,447
64596,0.29,Very Good,F,VS1,62.3,56.0,4.22,4.26,2.64,415
96728,1.25,Ideal,H,VS2,61.4,57.0,6.95,6.9,4.26,7466
40618,0.41,Ideal,F,VVS2,61.0,57.0,4.78,4.81,2.93,1115
26282,0.3,Ideal,H,VS1,61.6,55.0,4.34,4.36,2.68,675
97489,0.33,Premium,D,SI1,62.1,58.0,4.42,4.47,2.76,660
66582,0.24,Ideal,E,VS1,62.4,57.0,3.96,3.97,2.47,439
29862,0.3,Good,I,SI1,64.1,55.0,4.31,4.25,2.75,506
45300,0.31,Ideal,D,VVS2,61.3,56.0,4.35,4.4,2.68,766
15682,0.7,Ideal,G,VS1,61.0,58.0,5.74,5.79,3.52,2568
29820,0.34,Ideal,G,VVS1,62.3,53.0,4.48,4.51,2.79,854
12662,1.01,Good,E,SI2,63.6,60.0,6.3,6.33,4.01,3903
28813,0.7,Very Good,D,SI2,58.8,63.0,5.84,5.9,3.43,2096
26629,0.9,Very Good,H,VS2,62.6,56.0,6.15,6.16,3.85,4315
16107,0.31,Ideal,E,SI1,61.9,57.0,4.34,4.38,2.7,544
93731,1.23,Ideal,H,VS2,62.0,57.0,6.89,6.86,4.25,6969
27461,0.31,Premium,H,VS1,61.0,60.0,4.35,4.33,2.65,435
39548,0.72,Ideal,I,SI1,61.6,54.0,5.72,5.75,3.53,2202
17250,1.02,Premium,G,VS2,62.9,59.0,6.39,6.44,4.05,5640
1277,0.74,Ideal,G,SI1,62.7,54.0,5.78,5.83,3.63,2583
19652,0.57,Premium,F,VS2,60.0,59.0,5.42,5.37,3.24,1771
99745,1.01,Ideal,D,SI2,62.3,57.0,6.41,6.37,3.98,5624
38012,0.5,Premium,E,VS2,62.3,58.0,5.08,5.03,3.14,1689
38141,0.39,Premium,D,VS2,59.6,60.0,4.79,4.77,2.84,890
14619,2.08,Premium,J,SI2,62.0,59.0,8.23,8.19,5.08,12196
